energy,photons,n_squared,beta,visibility,detector_efficiency,absorbed_in_sample,total_weight,total_weight_no_vis
20.0,7677364.0,1.89470364906e-12,3.23496968359e-09,0.636619772368,0.999999998206,1.52880361768e-13,6.69966921261e-07,1.05238157899e-06
21.0,8107793.0,1.55799576359e-12,2.69781390179e-09,0.513514217281,0.999999976101,5.99741531296e-12,2.25729414386e-05,4.39577730839e-05
22.0,8508024.0,1.29288795399e-12,2.27230115112e-09,0.274798182959,0.999999795996,1.25274537518e-10,0.000266589691104,0.000970129016987
23.0,8858380.0,1.08185693729e-12,1.93102754963e-09,0.089299145813,0.999998774001,1.59423619724e-09,0.00115452514891,0.0129287367578
24.0,9161358.0,9.12184763505e-13,1.65645708795e-09,0.0110374516635,0.99999449237,1.33456641211e-08,0.0012413072525,0.112463210743
25.0,9416509.0,7.74515953404e-13,1.43160724066e-09,9.35411414451e-48,0.999980254478,8.14113860053e-08,6.62321726284e-48,0.708053927985
26.0,9639997.0,6.61871031828e-13,1.24632567704e-09,0.0087255638568,0.999941261506,3.81352733516e-07,0.0297308536532,3.40732749667
27.0,9810562.0,5.68981992301e-13,1.09131195374e-09,0.0575488020664,0.9998483625,1.45711061765e-06,0.764739576023,13.2885403095
28.0,9935972.0,4.91834999269e-13,9.60524609573e-10,0.154300802901,0.999653136846,4.70655511468e-06,6.72465574699,43.5814695747
29.0,10033170.0,4.27331636693e-13,8.51051261309e-10,0.281852630732,0.999290699438,1.29208807372e-05,34.1180348639,121.049197856
30.0,10084410.0,3.73066224765e-13,7.57444194085e-10,0.413496671566,0.998669083977,3.15475974377e-05,123.017779962,297.506094778
31.0,10112990.0,3.27148089113e-13,6.78768484315e-10,0.524981867908,0.99770898881,6.79263329003e-05,337.520125378,642.917681564
32.0,10087790.0,2.88082970526e-13,6.10552335801e-10,0.600622975292,0.996285614576,0.000134889977268,765.099121217,1273.84258127
33.0,10057380.0,2.5467945585e-13,5.52574826842e-10,0.634458998826,0.994346309563,0.000244353984946,1458.88799978,2299.42045503
34.0,10014840.0,2.2598027719e-13,5.01834597074e-10,0.628507353992,0.991762351455,0.000417144485477,2453.59157478,3903.83908667
35.0,9935079.0,2.01212743462e-13,4.58040898805e-10,0.589926134246,0.988524309505,0.000667568660147,3648.51817355,6184.70340904
36.0,9814015.0,1.79747374853e-13,4.19593318129e-10,0.528247648301,0.984553186652,0.00101843232194,4908.94826728,9292.89185302
37.0,9706238.0,1.61070020501e-13,3.85745545953e-10,0.453238008358,0.979832906286,0.00148897703706,6067.09952639,13386.1225548
38.0,9581190.0,1.44756937502e-13,3.56158435682e-10,0.37352150697,0.974442524827,0.00208536844716,6880.54629004,18420.7499747
39.0,9442692.0,1.30458111649e-13,3.29594424803e-10,0.295883635855,0.968252050542,0.00284344627556,7283.92416059,24617.5295891
40.0,9283827.0,1.17882036411e-13,3.06158438908e-10,0.225079079039,0.961422012047,0.00375186234146,7142.7346367,31734.3338492
41.0,9135534.0,1.06785788517e-13,2.85076694077e-10,0.163963821804,0.953883774653,0.00483964737027,6557.50865795,39993.6314353
42.0,8978109.0,9.69651277655e-14,2.66030073832e-10,0.113800918969,0.945669349524,0.00612070372041,5611.90226411,49313.3299358
43.0,8810011.0,8.82479280951e-14,2.49302238396e-10,0.0746310465374,0.937208408398,0.00752634984926,4403.6759646,59005.9521998
44.0,8641782.0,8.048882444e-14,2.34019485383e-10,0.0456380086488,0.928171747249,0.0091285059785,3174.72913649,69563.2704074
45.0,8471327.0,7.35641853552e-14,2.20142191683e-10,0.0254703654864,0.918718175083,0.0109079144695,2055.39830157,80697.6367365
46.0,8296350.0,6.73684238114e-14,2.07810974655e-10,0.0125023129754,0.909263824903,0.0127789161766,1146.20237282,91679.225682
47.0,8120262.0,6.18115091791e-14,1.96445180365e-10,0.0050310247805,0.899420109768,0.0148300837026,518.489201353,103058.367624
48.0,7945939.0,5.68160217225e-14,1.86001103095e-10,0.00141570618408,0.889304534516,0.0170424614669,162.295643237,114639.354594
49.0,7774882.0,5.23150996831e-14,1.76695235095e-10,0.000167435972255,0.879493056331,0.0192757462645,21.017162839,125523.58108
50.0,7602478.0,4.82512344899e-14,1.68051173269e-10,1.16926426806e-48,0.86945250597,0.0216581903829,1.59477800078e-43,136391.579247
51.0,7432404.0,4.45744691259e-14,1.60009142697e-10,0.00014852348604,0.859213607684,0.0241866543601,21.8643586912,147211.456411
52.0,7265658.0,4.12413761229e-14,1.5277881485e-10,0.0011149048422,0.849414128408,0.0266903762292,175.09765636,157051.660134
53.0,7099229.0,3.82140778815e-14,1.4607604229e-10,0.00352364376285,0.839640600229,0.0292724827836,586.409930058,166421.457311
54.0,6935494.0,3.5459554274e-14,1.39798763403e-10,0.00780814191247,0.829779410502,0.0319645487532,1370.40502327,175509.748495
55.0,6777258.0,3.29488353242e-14,1.33985179442e-10,0.0142361066556,0.820068481456,0.0346986618621,2620.24773483,184056.483856
56.0,6617544.0,3.06564407527e-14,1.28698677291e-10,0.022936294187,0.810873129059,0.0373605570293,4389.89449158,191395.1075
57.0,6461273.0,2.85600089386e-14,1.23718728149e-10,0.0339246383431,0.801663075283,0.0401002523016,6729.30290038,198360.343074
58.0,30462600.0,2.6639775775e-14,1.19022320841e-10,0.0471285339656,0.792451145263,0.0429137250985,46638.4503983,989601.12853
59.0,48082310.0,2.48782500256e-14,1.14686300976e-10,0.062408580071,0.783632925889,0.0456766355893,102631.853868,1644515.12518
60.0,6016827.0,2.32599491716e-14,1.10675098894e-10,0.0795774715459,0.775213994432,0.0483781620289,17162.8941795,215675.289075
61.0,5874302.0,2.17711325501e-14,1.06873363031e-10,0.098415990872,0.766831395829,0.0511284639131,21670.0474339,220188.276742
62.0,5734908.0,2.03995635241e-14,1.03266801642e-10,0.118686222029,0.75849190831,0.0539243963092,26622.5143461,224310.066416
63.0,5597046.0,1.9134338015e-14,9.99111708193e-11,0.140142211201,0.750541729406,0.0566506950099,31900.7215445,227631.070405
64.0,5466089.0,1.79656897511e-14,9.67936257052e-11,0.162538352478,0.743028402822,0.0592838390318,37442.8673136,230363.275761
