row,pixel,A,B,R,v
0,0,0.745506816285,0.619767794718,1.62895830369,0.13233600208
0,1,0.751259303812,0.682721329897,1.33448471389,0.120811660348
0,2,0.747468697947,0.85765464259,0.527562259685,0.114663814324
0,3,0.740029350027,0.638903133427,1.48805668235,0.113764587247
0,4,0.743165560711,0.64097141792,1.49836868157,0.124954001389
0,5,0.747174410874,0.771493914292,0.890103227515,0.12132915852
0,6,0.754635064378,0.664725555085,1.45062363141,0.128898620441
0,7,0.741910869684,0.750313779137,0.962273400737,0.123866189919
0,8,0.750456459366,0.806430036373,0.749417923062,0.11175668041
0,9,0.745168230886,0.62907702105,1.57575736413,0.116507513691
0,10,0.747280074604,0.620030051413,1.64079073208,0.128302018243
0,11,0.747644093798,0.707863975936,1.18799792737,0.127645738021
0,12,0.748170302604,0.798289421892,0.776507833745,0.117037769941
0,13,0.747227365218,0.668280479431,1.38320864294,0.127816901926
0,14,0.736391293325,0.63593133413,1.47932704569,0.13135298174
0,15,0.736584749738,0.618938175671,1.5691896548,0.131045265123
0,16,0.740667508834,0.603461045392,1.68243826254,0.132260884876
0,17,0.743797517082,0.657211568746,1.41813691215,0.12270623294
0,18,0.736606752956,0.689960592215,1.21399886007,0.12153551229
0,19,0.744542533151,0.596631644168,1.75078341121,0.119387016789
0,20,0.736504341261,0.759259331279,0.900509256949,0.107466354392
0,21,0.747887966426,0.790142340005,0.810810596053,0.100183247795
0,22,0.734848074038,0.710385396045,1.10988989121,0.105231812955
0,23,0.741725800336,0.587670835782,1.77922229954,0.0974742835329
0,24,0.74068970454,0.970100068307,0.101128348239,0.0711545979834
0,25,0.734844518899,0.942620417114,0.19179586522,0.0745720616267
0,26,0.734983159525,0.615732918076,1.57495897712,0.0604118560645
0,27,0.729505702061,0.461655077085,2.45074962002,0.0522372601645
0,28,0.743614331793,0.247465779004,4.71414107369,0.0427069815173
0,29,0.745280257574,0.616638162425,1.64449382277,0.0307265376978
0,30,0.738929575447,0.717505787161,1.09724457889,0.0318099510221
0,31,0.738392232173,0.462139318565,2.54513513473,0.0317252294015
0,32,0.732201704807,0.517498033239,2.11341398618,0.0312992855142
0,33,0.728482186257,0.572690340122,1.75954550613,0.0513601683918
0,34,0.733059099762,0.84095732749,0.557804220066,0.0600894458052
0,35,0.740673305589,0.679066830891,1.28927834686,0.071318856822
0,36,0.737715517241,0.741133196231,0.984805607063,0.0794011189206
0,37,0.728014739751,0.565587756493,1.795301827,0.106249862712
0,38,0.728706165107,0.701158076199,1.12176646514,0.101612876544
0,39,0.742961456025,0.730243320778,1.05811419299,0.106836816128
0,40,0.740873598203,0.706858371901,1.15670472784,0.109659420349
0,41,0.73786971831,0.600810459799,1.67597327251,0.122902664425
0,42,0.745300923391,0.725916649974,1.08964557331,0.118258031219
0,43,0.739771965124,0.681565779909,1.27188321142,0.119452892805
0,44,0.738924192249,0.695613645449,1.1996329524,0.126435491414
0,45,0.744909959574,0.722877300282,1.10195136108,0.116380793182
0,46,0.741697544759,0.778996906517,0.835798928682,0.112762326237
0,47,0.737410464313,0.844305145486,0.555598858273,0.111055539269
0,48,0.731762364273,0.723000426477,1.03857198594,0.121789192411
0,49,0.736747838043,0.6757419412,1.2829188677,0.130409776854
0,50,0.736049178824,0.709669019455,1.11909691731,0.132582627443
