energy,diameter,dfec_lynch,dfec_structure
37,7.44141414141,2576.90186933,1641.54786498
37,7.52121212121,2564.30117267,1752.10286498
37,7.60101010101,2551.79850496,1864.42147467
37,7.68080808081,2539.39452785,1970.85915305
37,7.76060606061,2527.08975408,2061.40520178
37,7.8404040404,2514.88455964,2125.20019024
37,7.9202020202,2502.77919712,2153.57457058
37,8.0,2490.77380468,2143.54905782
38,0.166,189.805418028,45.4778104111
38,0.261,298.933311792,71.9333218844
38,0.507,581.178511511,138.462382069
38,0.69,791.063437168,185.549374471
38,0.89,1020.42408385,245.645057988
38,1.18,1352.97862948,342.9412978
38,1.54,1765.792526,417.857987468
38,1.7,1949.26283972,415.657307784
38,1.86,2132.73234235,437.836503811
38,3.62,2905.71232559,1117.31876524
38,7.75,2304.62796823,1987.55083645
38,0.1,113.798051426,26.8376640056
38,0.179797979798,205.67108967,49.3461187957
38,0.259595959596,297.322141448,71.5664303412
38,0.339393939394,388.907687912,93.6759537954
38,0.419191919192,480.455775071,114.976061389
38,0.49898989899,571.991737733,136.90780538
38,0.578787878788,663.51704134,163.672073539
38,0.658585858586,755.036077796,178.046789659
38,0.738383838384,846.552067472,205.120115397
38,0.818181818182,938.064230843,236.492223621
38,0.89797979798,1029.57490484,245.999996839
38,0.977777777778,1121.0838798,254.57315392
38,1.05757575758,1212.59138333,282.079021566
38,1.13737373737,1304.09833752,321.428989415
38,1.21717171717,1395.60415302,360.509896951
38,1.29696969697,1487.10951457,391.054826694
38,1.37676767677,1578.61439931,409.36878679
38,1.45656565657,1670.11864016,416.951286385
38,1.53636363636,1761.62277581,417.904602063
38,1.61616161616,1853.12639757,414.358199014
38,1.69595959596,1944.629801,415.50049897
38,1.77575757576,2036.13311325,420.328137544
38,1.85555555556,2127.63589267,436.625854289
38,1.93535353535,2219.13886869,462.583650027
38,2.01515151515,2309.7010281,499.989504621
38,2.09494949495,2394.52715421,541.071926967
38,2.17474747475,2471.55238293,585.721743708
38,2.25454545455,2540.41707758,629.623198513
38,2.33434343434,2601.33793964,676.083173747
38,2.41414141414,2654.78164754,721.052148973
38,2.49393939394,2701.31715199,754.815569225
38,2.57373737374,2741.54160143,796.768953754
38,2.65353535354,2776.04176378,847.506481172
38,2.73333333333,2805.37420404,887.121944332
38,2.81313131313,2830.05603757,912.643218037
38,2.89292929293,2850.56147852,943.842935479
38,2.97272727273,2867.32171444,977.995489598
38,3.05252525253,2880.72666365,1004.05601519
38,3.13232323232,2891.12756377,1031.47461142
38,3.21212121212,2898.84009493,1071.0515969
38,3.29191919192,2904.14751439,1119.27729178
38,3.37171717172,2907.3037718,1163.34557398
38,3.45151515152,2908.53644225,1175.03333538
38,3.53131313131,2908.0494608,1146.65288134
38,3.61111111111,2906.0255926,1118.38591193
38,3.69090909091,2902.6286832,1129.94400617
38,3.77070707071,2898.00570146,1183.20186026
38,3.85050505051,2892.28852948,1251.91190119
38,3.9303030303,2885.5956,1310.21344807
38,4.0101010101,2878.03333151,1352.36016505
38,4.0898989899,2869.69740286,1377.65113726
38,4.1696969697,2860.67391143,1377.19665692
38,4.24949494949,2851.04036661,1347.41682335
38,4.32929292929,2840.8666031,1301.11626748
38,4.40909090909,2830.21557992,1261.22867347
38,4.48888888889,2819.14408155,1247.47664924
38,4.56868686869,2807.70336742,1266.74960307
38,4.64848484848,2795.93972029,1309.66019346
38,4.72828282828,2783.89495556,1353.61204308
38,4.80808080808,2771.60687247,1374.82459468
38,4.88787878788,2759.10964272,1366.86478134
38,4.96767676768,2746.43418145,1346.55497265
38,5.04747474747,2733.60845615,1338.29391738
38,5.12727272727,2720.65777437,1357.32673878
38,5.20707070707,2707.60504487,1405.6171397
38,5.28686868687,2694.47099747,1474.09863361
38,5.36666666667,2681.27440023,1545.58979457
38,5.44646464646,2668.032239,1600.2375419
38,5.52626262626,2654.75988244,1625.09297816
38,5.60606060606,2641.47123739,1620.77955889
38,5.68585858586,2628.17887605,1597.13565391
38,5.76565656566,2614.89416613,1563.72552125
38,5.84545454545,2601.62737829,1526.0313406
38,5.92525252525,2588.38778166,1486.41610975
38,6.00505050505,2575.18373932,1444.21379113
38,6.08484848485,2562.02278467,1395.97943635
38,6.16464646465,2548.91170006,1338.91428472
38,6.24444444444,2535.8565818,1274.97183618
38,6.32424242424,2522.86289703,1210.97937353
38,6.40404040404,2509.93554491,1154.99619533
38,6.48383838384,2497.07890318,1112.98370629
38,6.56363636364,2484.29687435,1087.93676722
38,6.64343434343,2471.59292723,1080.63912174
38,6.72323232323,2458.97013331,1090.68656282
38,6.80303030303,2446.43120477,1117.18843858
38,6.88282828283,2433.97852199,1159.12306212
38,6.96262626263,2421.61416288,1215.47476505
38,7.04242424242,2409.33993138,1285.25896777
38,7.12222222222,2397.15737866,1367.41536787
38,7.20202020202,2385.06782603,1460.5065832
38,7.28181818182,2373.07238452,1562.19545402
38,7.36161616162,2361.17197363,1668.53085595
38,7.44141414141,2349.3673379,1773.22138074
38,7.52121212121,2337.65906109,1867.33740331
38,7.60101010101,2326.04758188,1940.1393178
38,7.68080808081,2314.53320583,1981.57706652
38,7.76060606061,2303.11611674,1985.97846251
38,7.8404040404,2291.79638825,1954.97302338
38,7.9202020202,2280.57399343,1897.45602173
38,8.0,2269.44881368,1826.30480711
39,0.166,180.198118831,43.2001220441
39,0.261,283.788188626,68.2955256985
39,0.507,551.709808749,131.118968027
39,0.69,750.946395615,177.577111986
39,0.89,968.671442722,228.177861202
39,1.18,1284.3573779,330.905485185
39,1.54,1676.2318809,384.959156002
39,1.7,1850.39629081,386.304113873
39,1.86,2024.55955111,418.830944352
39,3.62,2683.56146226,1056.88524724
39,7.75,2105.02749191,1728.02136523
39,0.1,108.05072395,25.5013706409
39,0.179797979798,195.269373956,46.8901596963
39,0.259595959596,282.257632855,67.9098692335
39,0.339393939394,369.192573594,88.6578966089
39,0.419191919192,456.09832964,109.567795331
39,0.49898989899,542.987440476,129.129874785
39,0.578787878788,629.869724237,155.561791565
39,0.658585858586,716.746712226,167.978366598
39,0.738383838384,803.619212792,198.025771627
39,0.818181818182,890.489649065,222.913754493
39,0.89797979798,977.35838894,228.59380132
39,0.977777777778,1064.2252612,241.769460507
39,1.05757575758,1151.09121981,272.956696572
39,1.13737373737,1237.95648789,311.348892571
39,1.21717171717,1324.82079126,345.815940365
39,1.29696969697,1411.68459338,370.264404484
39,1.37676767677,1498.54808831,383.412052393
39,1.45656565657,1585.41100431,386.216901799
39,1.53636363636,1672.27359347,385.158981246
39,1.61616161616,1759.13607453,383.119700411
39,1.69595959596,1845.99816335,386.0831071
39,1.77575757576,1932.85995858,396.255998567
39,1.85555555556,2019.72187831,417.399884092
39,1.93535353535,2106.42629448,449.110584933
39,2.01515151515,2189.23265104,487.402147492
39,2.09494949495,2264.81504021,528.854235244
39,2.17474747475,2332.47470354,570.97429302
39,2.25454545455,2392.30286969,613.820036698
39,2.33434343434,2444.71665527,658.440998434
39,2.41414141414,2490.26829989,691.827170631
39,2.49393939394,2529.55265888,729.07902395
39,2.57373737374,2563.16019785,776.969811199
39,2.65353535354,2591.65319338,816.979079661
39,2.73333333333,2615.55442853,841.796243599
39,2.81313131313,2635.34289933,870.643474338
39,2.89292929293,2651.45340618,903.282714197
39,2.97272727273,2664.27820391,928.256081563
39,3.05252525253,2674.16974414,954.254578604
39,3.13232323232,2681.44391552,992.036958661
39,3.21212121212,2686.38335271,1037.98164784
39,3.29191919192,2689.24071913,1078.51480019
39,3.37171717172,2690.24179484,1085.36942427
39,3.45151515152,2689.58830151,1055.8539126
39,3.53131313131,2687.4605159,1033.16341794
39,3.61111111111,2684.01960568,1052.06983848
39,3.69090909091,2679.40972249,1108.01245269
39,3.77070707071,2673.75988383,1172.47673256
39,3.85050505051,2667.18562995,1223.75839093
39,3.9303030303,2659.79049942,1259.67560123
39,4.0101010101,2651.66735182,1277.12917476
39,4.0898989899,2642.89952268,1267.01633597
39,4.1696969697,2633.56184724,1230.93940422
39,4.24949494949,2623.72158255,1186.71884689
39,4.32929292929,2613.4392109,1157.45320001
39,4.40909090909,2602.76914994,1158.32012291
39,4.48888888889,2591.7603971,1189.0819729
39,4.56868686869,2580.45709174,1233.38701748
39,4.64848484848,2568.89900994,1266.01164411
39,4.72828282828,2557.12201782,1270.22995714
39,4.80808080808,2545.1584681,1253.12795184
39,4.88787878788,2533.03754751,1238.30148605
39,4.96767676768,2520.78559798,1245.80003455
39,5.04747474747,2508.42639956,1282.44560763
39,5.12727272727,2495.98141627,1342.71939377
39,5.20707070707,2483.47002579,1411.69226657
39,5.28686868687,2470.90972338,1469.50644921
39,5.36666666667,2458.31629767,1500.43094551
39,5.44646464646,2445.70399581,1501.72723842
39,5.52626262626,2433.0856718,1481.99850423
39,5.60606060606,2420.47291318,1451.36359823
39,5.68585858586,2407.87616077,1415.9579082
39,5.76565656566,2395.30481812,1378.52760337
39,5.84545454545,2382.76734417,1338.77151721
39,5.92525252525,2370.27134055,1293.41727247
39,6.00505050505,2357.82363238,1239.52632708
39,6.08484848485,2345.43033604,1178.86742172
39,6.16464646465,2333.09692323,1118.21765047
39,6.24444444444,2320.82828178,1065.59578949
39,6.32424242424,2308.62876661,1026.82240346
39,6.40404040404,2296.50224681,1004.70324925
39,6.48383838384,2284.45215075,999.869436738
39,6.56363636364,2272.48150395,1011.82998532
39,6.64343434343,2260.59296446,1039.66057901
39,6.72323232323,2248.78885743,1082.33556027
39,6.80303030303,2237.07120387,1138.84679027
39,6.88282828283,2225.44174652,1208.20730926
39,6.96262626263,2213.90197559,1289.29510187
39,7.04242424242,2202.45315111,1380.47714321
39,7.12222222222,2191.09632292,1478.99457041
39,7.20202020202,2179.83235006,1580.17846093
39,7.28181818182,2168.66191733,1676.77482574
39,7.36161616162,2157.58555055,1758.97724848
39,7.44141414141,2146.60363154,1815.95547411
39,7.52121212121,2135.71641106,1839.14876616
39,7.60101010101,2124.92402027,1826.08726263
39,7.68080808081,2114.22648193,1782.20536258
39,7.76060606061,2103.6237204,1718.98585829
39,7.8404040404,2093.11557082,1649.55429895
39,7.9202020202,2082.70178747,1584.59778609
39,8.0,2072.38205129,1530.30837147
40,0.166,171.308138794,41.0795302179
40,0.261,269.768005631,65.0683663469
40,0.507,524.425321853,125.230743589
40,0.69,713.804533324,171.127043228
40,0.89,920.758513593,212.846029293
40,1.18,1220.82757913,318.066431902
40,1.54,1593.31667466,355.058724485
40,1.7,1758.86527169,361.887376503
40,1.86,1924.41377378,404.715143832
40,3.62,2481.84979626,1043.6975412
40,7.75,1926.75764527,1449.28209817
40,0.1,102.727539498,24.2621865758
40,0.179797979798,185.63104321,44.5818031993
40,0.259595959596,268.313163235,64.6823639204
40,0.339393939394,350.939789452,84.3902589177
40,0.419191919192,433.544579654,104.960062911
40,0.49898989899,516.136079944,122.783160902
40,0.578787878788,598.718807521,146.918750257
40,0.658585858586,681.296735971,159.949059782
40,0.738383838384,763.871962005,190.815290422
40,0.818181818182,846.444856752,208.964390105
40,0.89797979798,929.015707123,213.596459694
40,0.977777777778,1011.58527728,231.695074204
40,1.05757575758,1094.15408384,264.933543536
40,1.13737373737,1176.72210167,301.153466809
40,1.21717171717,1259.28931815,330.736489227
40,1.29696969697,1341.856024,349.144586923
40,1.37676767677,1424.42244443,357.262339743
40,1.45656565657,1506.98850939,358.252142773
40,1.53636363636,1589.55414963,355.158854792
40,1.61616161616,1672.11952841,356.344199877
40,1.69595959596,1754.68482274,361.355639985
40,1.77575757576,1837.24998657,377.529900632
40,1.85555555556,1919.8152812,402.934569775
40,1.93535353535,2000.6063434,438.158983565
40,2.01515151515,2075.09892171,476.169613516
40,2.09494949495,2141.98390493,516.620667554
40,2.17474747475,2201.15793429,556.393875067
40,2.25454545455,2252.96210325,599.557812544
40,2.33434343434,2297.92129841,634.050986573
40,2.41414141414,2336.62466107,666.755118727
40,2.49393939394,2369.66626731,711.173022784
40,2.57373737374,2397.61545748,752.013094555
40,2.65353535354,2421.00275134,776.933268373
40,2.73333333333,2440.31422145,803.175281767
40,2.81313131313,2455.9905105,834.481401714
40,2.89292929293,2468.42835702,858.803525775
40,2.97272727273,2477.98341331,883.078607627
40,3.05252525253,2484.97355636,918.626593667
40,3.13232323232,2489.68243796,962.252793217
40,3.21212121212,2492.36289223,1000.36369725
40,3.29191919192,2493.24020875,1004.98134655
40,3.37171717172,2492.51508397,975.880332391
40,3.45151515152,2490.36636946,957.315143763
40,3.53131313131,2486.95351202,980.477174229
40,3.61111111111,2482.41872147,1036.67096048
40,3.69090909091,2476.88891774,1096.62247364
40,3.77070707071,2470.47746063,1142.31465523
40,3.85050505051,2463.28567143,1173.14107068
40,3.9303030303,2455.4041731,1183.84473649
40,4.0101010101,2446.9140797,1166.56135667
40,4.0898989899,2437.88805133,1127.69296904
40,4.1696969697,2428.39122154,1088.09184582
40,4.24949494949,2418.48201287,1069.41742586
40,4.32929292929,2408.21286185,1081.88297732
40,4.40909090909,2397.63086338,1118.88116023
40,4.48888888889,2386.77833754,1159.10440779
40,4.56868686869,2375.69332934,1178.56710564
40,4.64848484848,2364.41005568,1170.62514514
40,4.72828282828,2352.95930451,1152.53411823
40,4.80808080808,2341.36878615,1148.14118505
40,4.88787878788,2329.66344424,1170.73802224
40,4.96767676768,2317.86573593,1219.92442608
40,5.04747474747,2305.99588315,1284.34139146
40,5.12727272727,2294.0720941,1345.30102282
40,5.20707070707,2282.11075997,1384.36655387
40,5.28686868687,2270.12663376,1393.92029926
40,5.36666666667,2258.13299122,1379.86038595
40,5.44646464646,2246.14177274,1352.74702246
40,5.52626262626,2234.16371001,1319.84009776
40,5.60606060606,2222.20844206,1284.58487538
40,5.68585858586,2210.28462005,1247.37158477
40,5.76565656566,2198.39999962,1205.35952688
40,5.84545454545,2186.5615238,1155.2551885
40,5.92525252525,2174.77539956,1098.0611657
40,6.00505050505,2163.04716708,1040.12582278
40,6.08484848485,2151.38176071,989.501411372
40,6.16464646465,2139.78356406,952.175699429
40,6.24444444444,2128.25646115,931.048117685
40,6.32424242424,2116.80388271,926.767060541
40,6.40404040404,2105.4288469,938.832422418
40,6.48383838384,2094.13399655,966.312397774
40,6.56363636364,2082.92163382,1008.18102415
40,6.64343434343,2071.79375153,1063.43398577
40,6.72323232323,2060.75206086,1131.0792188
40,6.80303030303,2049.79801665,1209.94615679
40,6.88282828283,2038.93284102,1298.25315167
40,6.96262626263,2028.15754471,1392.92133229
40,7.04242424242,2017.47294605,1488.74333655
40,7.12222222222,2006.87968854,1577.78086695
40,7.20202020202,1996.37825717,1649.72735781
40,7.28181818182,1985.96899304,1694.05114403
40,7.36161616162,1975.65210652,1703.83011859
40,7.44141414141,1965.4276894,1679.35683584
40,7.52121212121,1955.29572619,1628.74291841
40,7.60101010101,1945.25610421,1564.67683517
40,7.68080808081,1935.30862289,1499.61059518
40,7.76060606061,1925.45300235,1442.30036092
40,7.8404040404,1915.6888911,1396.64072346
40,7.9202020202,1906.01587301,1362.11974271
40,8.0,1896.433474,1334.97594632
41,0.166,163.064820386,39.1190449812
41,0.261,256.759338734,62.0270612129
41,0.507,499.117861855,120.383146474
41,0.69,679.35390878,165.505664183
41,0.89,876.316947248,199.972607602
41,1.18,1161.90051733,304.807945182
41,1.54,1516.40871617,329.741689924
41,1.7,1673.96614982,343.162357862
41,1.86,1831.01161743,394.621901064
41,3.62,2298.44308064,1030.02111888
41,7.75,1767.13315522,1256.81385094
41,0.1,97.7922397879,23.1148985207
41,0.179797979798,176.684422082,42.4308757448
41,0.259595959596,255.375669636,61.6846008141
41,0.339393939394,334.011380709,80.7114692792
41,0.419191919192,412.624951616,100.605790924
41,0.49898989899,491.227686507,117.666987216
41,0.578787878788,569.823959221,138.172451623
41,0.658585858586,648.41572791,153.573124298
41,0.738383838384,727.004231061,183.075651842
41,0.818181818182,805.590488306,195.23292005
41,0.89797979798,884.175278928,201.170817248
41,0.977777777778,962.759050542,223.595405395
41,1.05757575758,1041.34197597,257.338084991
41,1.13737373737,1119.9241278,290.402103231
41,1.21717171717,1198.50562149,315.05687298
41,1.29696969697,1277.08663145,328.629216097
41,1.37676767677,1355.66731339,332.225991044
41,1.45656565657,1434.24773653,331.669730769
41,1.53636363636,1512.82789259,329.662959183
41,1.61616161616,1591.407761,332.376338818
41,1.69595959596,1669.98735928,342.332628283
41,1.77575757576,1748.56668922,362.36295656
41,1.85555555556,1826.74851568,392.70430696
41,1.93535353535,1900.3487525,427.754322607
41,2.01515151515,1966.8126608,465.966736039
41,2.09494949495,2025.721994,503.673873345
41,2.17474747475,2077.29956123,544.000074487
41,2.25454545455,2122.02611664,580.551011344
41,2.33434343434,2160.47887769,609.806375067
41,2.41414141414,2193.25419507,649.79499757
41,2.49393939394,2220.92940041,691.27423648
41,2.57373737374,2244.04462395,717.466246504
41,2.65353535354,2263.09523645,741.02378452
41,2.73333333333,2278.53002248,770.90119615
41,2.81313131313,2290.75240612,795.037483287
41,2.89292929293,2300.12321754,817.450347443
41,2.97272727273,2306.96417829,850.376326707
41,3.05252525253,2311.56158898,891.654828636
41,3.13232323232,2314.16991984,928.39972563
41,3.21212121212,2315.01527176,933.040104896
41,3.29191919192,2314.29848415,905.190985194
41,3.37171717172,2312.19802381,888.982671127
41,3.45151515152,2308.87253433,913.807200785
41,3.53131313131,2304.46310999,968.7939155
41,3.61111111111,2299.09533523,1024.65374796
41,3.69090909091,2292.88106355,1066.03844299
41,3.77070707071,2285.91999186,1092.75839329
41,3.85050505051,2278.30105664,1098.10031978
41,3.9303030303,2270.10365847,1076.04049752
41,4.0101010101,2261.39873586,1036.82185702
41,4.0898989899,2252.24971203,1002.79366831
41,4.1696969697,2242.71333154,993.412427752
41,4.24949494949,2232.84039832,1014.15660227
41,4.32929292929,2222.67642566,1053.14407046
41,4.40909090909,2212.26220916,1086.28254651
41,4.48888888889,2201.63433295,1093.88347812
41,4.56868686869,2190.82561845,1079.45810202
41,4.64848484848,2179.86552258,1065.6514725
41,4.72828282828,2168.78049043,1072.79017874
41,4.80808080808,2157.59426784,1107.54390711
41,4.88787878788,2146.32817883,1163.73946923
41,4.96767676768,2135.0013729,1225.64042199
41,5.04747474747,2123.63104587,1273.46926014
41,5.12727272727,2112.23263686,1293.92027397
41,5.20707070707,2100.82000369,1287.94169774
41,5.28686868687,2089.4055792,1265.55712174
41,5.36666666667,2078.00051133,1235.56528188
41,5.44646464646,2066.61478898,1202.51635294
41,5.52626262626,2055.25735506,1167.77328317
41,5.60606060606,2043.93620773,1129.31481038
41,5.68585858586,2032.65849094,1083.52949696
41,5.76565656566,2021.43057585,1030.13979005
41,5.84545454545,2010.25813435,974.564954658
41,5.92525252525,1999.14620563,924.860251707
41,6.00505050505,1988.09925597,887.46624484
41,6.08484848485,1977.12123258,865.665974726
41,6.16464646465,1966.21561205,860.297711996
41,6.24444444444,1955.38544422,870.926558144
41,6.32424242424,1944.63339222,896.635393973
41,6.40404040404,1933.96176856,936.399451764
41,6.48383838384,1923.37256779,989.214284995
41,6.56363636364,1912.86749595,1054.08581033
41,6.64343434343,1902.4479973,1129.82494843
41,6.72323232323,1892.11527877,1214.5810953
41,6.80303030303,1881.87033212,1305.10609094
41,6.88282828283,1871.71395416,1395.88549905
41,6.96262626263,1861.64676484,1478.58762448
41,7.04242424242,1851.66922391,1542.67821225
41,7.12222222222,1841.78164604,1578.02177625
41,7.20202020202,1831.98421467,1579.05452371
41,7.28181818182,1822.27699457,1548.07507618
41,7.36161616162,1812.65994323,1494.8427087
41,7.44141414141,1803.13292129,1432.42506396
41,7.52121212121,1793.69570207,1372.34206784
41,7.60101010101,1784.3479803,1321.70266585
41,7.68080808081,1775.08937996,1282.67557617
41,7.76060606061,1765.91946149,1253.32014267
41,7.8404040404,1756.83772839,1228.93969765
41,7.9202020202,1747.84363331,1203.70604451
41,8.0,1738.93658359,1172.49271421
42,0.166,155.402379724,37.3111685741
42,0.261,244.666724208,59.0397222475
42,0.507,475.599612942,116.024667955
42,0.69,647.339238553,160.121670611
42,0.89,835.018261029,189.484398372
42,1.18,1107.14093254,291.155325972
42,1.54,1444.9399761,307.795862264
42,1.7,1595.07127585,328.166561834
42,1.86,1742.66459298,385.422178437
42,3.62,2131.44042852,998.247837059
42,7.75,1623.84971285,1113.45813947
42,0.1,93.2100781953,22.0530258804
42,0.179797979798,168.368919282,40.4599750102
42,0.259595959596,243.348673204,58.7490108181
42,0.339393939394,318.277688289,77.259706898
42,0.419191919192,393.185339747,96.1166193955
42,0.49898989899,468.082075436,113.336703788
42,0.578787878788,542.972550773,129.860807334
42,0.658585858586,617.859135056,148.327791021
42,0.738383838384,692.743135779,174.690741328
42,0.818181818182,767.625313606,182.330774125
42,0.89797979798,842.506132165,191.159339091
42,0.977777777778,917.385891901,216.796346907
42,1.05757575758,992.264804814,249.808370686
42,1.13737373737,1067.1430348,279.080268364
42,1.21717171717,1142.02071683,298.669860041
42,1.29696969697,1216.89796368,308.095106832
42,1.37676767677,1291.77486692,309.414742465
42,1.45656565657,1366.65149674,306.954518297
42,1.53636363636,1441.52790371,307.680272152
42,1.61616161616,1516.40412397,312.21053114
42,1.69595959596,1591.28019475,327.192904587
42,1.77575757576,1666.15399454,351.155720553
42,1.85555555556,1738.78840466,383.567498799
42,1.93535353535,1805.08629027,418.701227678
42,2.01515151515,1864.06846896,455.135072632
42,2.09494949495,1915.76897112,492.03804025
42,2.17474747475,1960.59726842,530.043785582
42,2.25454545455,1999.10811728,558.171683861
42,2.33434343434,2031.89688276,592.794006962
42,2.41414141414,2059.54896743,633.929611113
42,2.49393939394,2082.61569208,662.675267066
42,2.57373737374,2101.60389295,683.909521476
42,2.65353535354,2116.97279775,711.926868524
42,2.73333333333,2129.13474456,736.326530465
42,2.81313131313,2138.45784958,756.992345934
42,2.89292929293,2145.26955477,786.93586641
42,2.97272727273,2149.86047215,825.772815681
42,3.05252525253,2152.48822275,861.933931923
42,3.13232323232,2153.38102101,868.522186245
42,3.21212121212,2152.74102621,842.505900132
42,3.29191919192,2150.74734169,826.933218822
42,3.37171717172,2147.55872577,851.281440817
42,3.45151515152,2143.31596935,904.221758243
42,3.53131313131,2138.14403923,956.689069575
42,3.61111111111,2132.15392144,994.845618203
42,3.69090909091,2125.44427382,1018.42070498
42,3.77070707071,2118.10287206,1019.91542646
42,3.85050505051,2110.20786479,995.098177461
42,3.9303030303,2101.82888699,956.965236073
42,4.0101010101,2093.0280393,928.373102327
42,4.0898989899,2083.86074189,926.413319865
42,4.1696969697,2074.37648442,952.437248745
42,4.24949494949,2064.61948859,990.497461991
42,4.32929292929,2054.62929235,1015.69164279
42,4.40909090909,2044.44126387,1014.27943577
42,4.48888888889,2034.08705448,998.005145055
42,4.56868686869,2023.59499885,990.903130645
42,4.64848484848,2012.99046926,1008.45542296
42,4.72828282828,2002.2961895,1051.72693027
42,4.80808080808,1991.53251312,1109.99395407
42,4.88787878788,1980.71767037,1164.72309354
42,4.96767676768,1969.86798755,1197.85747895
42,5.04747474747,1958.99808226,1203.08211387
42,5.12727272727,1948.12103733,1187.45976239
42,5.20707070707,1937.24855596,1161.20436987
42,5.28686868687,1926.39110026,1130.5561952
42,5.36666666667,1915.55801501,1098.09698258
42,5.44646464646,1904.75763845,1063.07108214
42,5.52626262626,1893.99740136,1021.9725918
42,5.60606060606,1883.28391602,972.959253194
42,5.68585858586,1872.62305602,919.847318206
42,5.76565656566,1862.02002794,870.417366268
42,5.84545454545,1851.47943587,831.769221227
42,5.92525252525,1841.00533945,807.888033928
42,6.00505050505,1830.60130615,800.012548423
42,6.08484848485,1820.27045834,807.866889847
42,6.16464646465,1810.01551581,830.577330646
42,6.24444444444,1799.83883411,867.123161436
42,6.32424242424,1789.74243923,916.496084107
42,6.40404040404,1779.72805897,977.704508687
42,6.48383838384,1769.7971513,1049.57690752
42,6.56363636364,1759.95093012,1130.28798963
42,6.64343434343,1750.1903885,1216.59527104
42,6.72323232323,1740.51631983,1302.93206674
42,6.80303030303,1730.92933692,1380.85227439
42,6.88282828283,1721.42988939,1439.76079388
42,6.96262626263,1712.01827943,1469.78579038
42,7.04242424242,1702.69467619,1466.17757271
42,7.12222222222,1693.45912875,1432.40236787
42,7.20202020202,1684.31157802,1379.08414198
42,7.28181818182,1675.25186752,1319.30133745
42,7.36161616162,1666.27975316,1263.76931473
42,7.44141414141,1657.39491221,1218.39969799
42,7.52121212121,1648.59695136,1184.17868674
42,7.60101010101,1639.88541417,1158.23371849
42,7.68080808081,1631.25978783,1135.34070317
42,7.76060606061,1622.71950927,1109.71075958
42,7.8404040404,1614.26397081,1076.9157481
42,7.9202020202,1605.89252522,1035.37438473
42,8.0,1597.60449041,986.647601202
43,0.166,148.263733248,35.6089795288
43,0.261,233.409649319,56.1843316068
43,0.507,453.704792318,111.676841274
43,0.69,617.535219195,154.558747534
43,0.89,796.571584288,181.095506768
43,1.18,1056.16335207,276.804772702
43,1.54,1378.40755164,288.030072458
43,1.7,1521.62575701,316.010144291
43,1.86,1658.66424521,376.918122862
43,3.62,1979.1556632,951.085315346
43,7.75,1494.92865114,956.99232638
43,0.1,88.9480038184,21.0680142446
43,0.179797979798,160.629747584,38.6218458872
43,0.259595959596,232.151762134,55.9115089244
43,0.339393939394,303.628395826,73.7692390897
43,0.419191919192,375.085829012,91.4050898048
43,0.49898989899,446.533336574,109.292904811
43,0.578787878788,517.975039856,122.417209173
43,0.658585858586,589.413053564,143.691895548
43,0.738383838384,660.848577946,165.752799813
43,0.818181818182,732.282345898,170.67939828
43,0.89797979798,803.714829314,183.166800809
43,0.977777777778,875.146344484,210.816659569
43,1.05757575758,946.577110939,242.18960233
43,1.13737373737,1018.00728634,267.533047279
43,1.21717171717,1089.43698752,282.466285883
43,1.29696969697,1160.86630305,287.762570992
43,1.37676767677,1232.29530083,287.911186252
43,1.45656565657,1303.72403298,285.604580571
43,1.53636363636,1375.15253926,287.873193485
43,1.61616161616,1446.58084743,296.53637015
43,1.69595959596,1518.0089584,314.85020538
43,1.77575757576,1588.93531846,342.916153803
43,1.85555555556,1655.17139495,375.028582775
43,1.93535353535,1714.49975648,409.947939208
43,2.01515151515,1766.63879491,444.245072584
43,2.09494949495,1811.88171752,481.459004372
43,2.17474747475,1850.74315279,511.288198384
43,2.25454545455,1883.81115528,540.422205482
43,2.33434343434,1911.67795232,579.495506264
43,2.41414141414,1934.90709601,611.577455182
43,2.49393939394,1954.01888937,631.642161684
43,2.57373737374,1969.48531838,657.0944091
43,2.65353535354,1981.72994768,682.020183478
43,2.73333333333,1991.13033203,701.395208598
43,2.81313131313,1998.02159732,728.043885184
43,2.89292929293,2002.70044137,764.242799372
43,2.97272727273,2005.4291473,800.180278967
43,3.05252525253,2006.43942226,810.303157224
43,3.13232323232,2005.9359228,786.812516298
43,3.21212121212,2004.09943086,770.423159172
43,3.29191919192,2001.08973605,792.486215708
43,3.37171717172,1997.04813023,842.846398946
43,3.45151515152,1992.09966947,892.672661574
43,3.53131313131,1986.35510359,928.512170487
43,3.61111111111,1979.91261364,949.899719386
43,3.69090909091,1972.85930623,949.032393801
43,3.77070707071,1965.2725235,923.025209516
43,3.85050505051,1957.22100681,886.631511836
43,3.9303030303,1948.76589314,862.689955283
43,4.0101010101,1939.96159687,866.16546699
43,4.0898989899,1930.85658914,895.079534373
43,4.1696969697,1921.49407215,930.58621344
43,4.24949494949,1911.91257126,948.438673995
43,4.32929292929,1902.14646083,941.093899452
43,4.40909090909,1892.2264261,925.944904672
43,4.48888888889,1882.17986738,925.953937526
43,4.56868686869,1872.03125674,951.838840177
43,4.64848484848,1861.80245471,1000.15770149
43,4.72828282828,1851.51299072,1056.69436899
43,4.80808080808,1841.18031082,1101.82975183
43,4.88787878788,1830.81999676,1121.39476274
43,4.96767676768,1820.44596053,1115.7576
