energy,photons,n_squared,beta,visibility,detector_efficiency,absorbed_in_sample,total_weight,total_weight_no_vis
20.0,7677364.0,1.89288993353e-12,3.23496968359e-09,0.636619772368,0.999999998206,6.68248313398e-35,2.92846157601e-28,4.60001668676e-28
21.0,8107793.0,1.55650411478e-12,2.69781390179e-09,0.513514217281,0.999999976101,1.18732878798e-30,4.46884229304e-24,8.70247043343e-24
22.0,8508024.0,1.29164994041e-12,2.27230115112e-09,0.274798182959,0.999999795996,3.92917001961e-27,8.36144553057e-21,3.04275866766e-20
23.0,8858380.0,1.08082086123e-12,1.93102754963e-09,0.089299145813,0.999998774001,3.46848995888e-24,2.51183538124e-18,2.81283248387e-17
24.0,9161358.0,9.1131107578e-13,1.65645708795e-09,0.0110374516635,0.99999449237,1.00209102992e-21,9.32065165001e-17,8.44456848749e-15
25.0,9416509.0,7.73774044838e-13,1.43160724066e-09,9.35411414451e-48,0.999980254478,1.2449743279e-19,1.01284793994e-59,1.08278338739e-12
26.0,9639997.0,6.61236964462e-13,1.24632567704e-09,0.0087255638568,0.999941261506,7.64783136732e-18,5.96236856755e-13,6.83321864971e-11
27.0,9810562.0,5.68436863312e-13,1.09131195374e-09,0.0575488020664,0.9998483625,2.72885249392e-16,1.43219153985e-10,2.48865569469e-09
28.0,9935972.0,4.91363745094e-13,9.60524609573e-10,0.154300802901,0.999653136846,6.22121289158e-15,8.88877618668e-09,5.76068044985e-08
29.0,10033170.0,4.26922156008e-13,8.51051261309e-10,0.281852630732,0.999290699438,9.19275419392e-14,2.42737870941e-07,8.61222654942e-07
30.0,10084410.0,3.72708718062e-13,7.57444194085e-10,0.413496671566,0.998669083977,9.93672889402e-13,3.87476203548e-06,9.37072122201e-06
31.0,10112990.0,3.26834565449e-13,6.78768484315e-10,0.524981867908,0.99770898881,7.68130691055e-12,3.8167755579e-05,7.27029977837e-05
32.0,10087790.0,2.87806868698e-13,6.10552335801e-10,0.600622975292,0.996285614576,4.78570382004e-11,0.000271446245398,0.000451941162034
33.0,10057380.0,2.54435354982e-13,5.52574826842e-10,0.634458998826,0.994346309563,2.33373641294e-10,0.00139333109228,0.00219609319886
34.0,10014840.0,2.25763672305e-13,5.01834597074e-10,0.628507353992,0.991762351455,9.71472887609e-10,0.0057140817514,0.00909151136435
35.0,9935079.0,2.01019869392e-13,4.58040898805e-10,0.589926134246,0.988524309505,3.40399703627e-09,0.0186041463462,0.0315363996715
36.0,9814015.0,1.79575068879e-13,4.19593318129e-10,0.528247648301,0.984553186652,1.04991094741e-08,0.0506067847126,0.0958012494241
37.0,9706238.0,1.6091561225e-13,3.85745545953e-10,0.453238008358,0.979832906286,2.89091063653e-08,0.117795252158,0.259897118038
38.0,9581190.0,1.44618162233e-13,3.56158435682e-10,0.37352150697,0.974442524827,7.09829637265e-08,0.234203969275,0.627016021581
39.0,9442692.0,1.30333039833e-13,3.29594424803e-10,0.295883635855,0.968252050542,1.62275667965e-07,0.415694036046,1.40492405011
40.0,9283827.0,1.17769017557e-13,3.06158438908e-10,0.225079079039,0.961422012047,3.39879565558e-07,0.647057201004,2.87479939835
41.0,9135534.0,1.06683404902e-13,2.85076694077e-10,0.163963821804,0.953883774653,6.7014675218e-07,0.908019281842,5.53792459733
42.0,8978109.0,9.68721571982e-14,2.66030073832e-10,0.113800918969,0.945669349524,1.25353641113e-06,1.1493325188,10.0995012097
43.0,8810011.0,8.81633132294e-14,2.49302238396e-10,0.0746310465374,0.937208408398,2.17549658053e-06,1.2728855547,17.0557109107
44.0,8641782.0,8.04116472127e-14,2.34019485383e-10,0.0456380086488,0.928171747249,3.63970242648e-06,1.26582261859,27.7361492332
45.0,8471327.0,7.34936461313e-14,2.20142191683e-10,0.0254703654864,0.918718175083,5.85209360069e-06,1.10272071541,43.2942635236
46.0,8296350.0,6.73038240448e-14,2.07810974655e-10,0.0125023129754,0.909263824903,8.92587341983e-06,0.800604460657,64.0365076631
47.0,8120262.0,6.17522366321e-14,1.96445180365e-10,0.0050310247805,0.899420109768,1.327546084e-05,0.464136496231,92.2548618781
48.0,7945939.0,5.6761538342e-14,1.86001103095e-10,0.00141570618408,0.889304534516,1.92347341706e-05,0.183172692558,129.386093399
49.0,7774882.0,5.22649314187e-14,1.76695235095e-10,0.000167435972255,0.879493056331,2.67113929085e-05,0.0291245634131,173.944481708
50.0,7602478.0,4.82049624406e-14,1.68051173269e-10,1.16926426806e-48,0.86945250597,3.64467755249e-05,2.68371986667e-46,229.522096926
51.0,7432404.0,4.45317222583e-14,1.60009142697e-10,0.00014852348604,0.859213607684,4.89255213604e-05,0.0442279090051,297.783941007
52.0,7265658.0,4.12018250154e-14,1.5277881485e-10,0.0011149048422,0.849414128408,6.3622762434e-05,0.417386270529,374.369412284
53.0,7099229.0,3.81774293963e-14,1.4607604229e-10,0.00352364376285,0.839640600229,8.13877091968e-05,1.63042408157,462.709681029
54.0,6935494.0,3.54255469333e-14,1.39798763403e-10,0.00780814191247,0.829779410502,0.000102908095505,4.41194312184,565.043920987
55.0,6777258.0,3.2917235415e-14,1.33985179442e-10,0.0142361066556,0.820068481456,0.000128085687785,9.67231055236,679.421051439
56.0,6617544.0,3.06270389692e-14,1.28698677291e-10,0.022936294187,0.810873129059,0.000155991971641,18.3291779215,799.13423555
57.0,6461273.0,2.85326174181e-14,1.23718728149e-10,0.0339246383431,0.801663075283,0.000188390477527,31.6141798135,931.894379942
58.0,30462600.0,2.66142255977e-14,1.19022320841e-10,0.0471285339656,0.792451145263,0.000225730324653,245.322738251,5205.39718953
