energy,photons,n_squared,beta,visibility,detector_efficiency,absorbed_in_sample,total_weight,total_weight_no_vis
20.0,7677364.0,1.89288993353e-12,3.23496968359e-09,0.636619772368,0.999999998206,1.52880361768e-13,1.22417510405e-07,1.9229297568e-07
21.0,8107793.0,1.55650411478e-12,2.69781390179e-09,0.513514217281,0.999999976101,5.99741531296e-12,5.03832496351e-06,9.81146148238e-06
22.0,8508024.0,1.29164994041e-12,2.27230115112e-09,0.274798182959,0.999999795996,1.25274537518e-10,7.04179722901e-05,0.000256253413075
23.0,8858380.0,1.08082086123e-12,1.93102754963e-09,0.089299145813,0.999998774001,1.59423619724e-09,0.00035181661415,0.00393975340914
24.0,9161358.0,9.1131107578e-13,1.65645708795e-09,0.0110374516635,0.99999449237,1.33456641211e-08,0.000427501961043,0.0387319441185
25.0,9416509.0,7.73774044838e-13,1.43160724066e-09,9.35411414451e-48,0.999980254478,8.14113860053e-08,2.53480562974e-48,0.270982969695
26.0,9639997.0,6.61236964462e-13,1.24632567704e-09,0.0087255638568,0.999941261506,3.81352733516e-07,0.0124685144769,1.42896375312
27.0,9810562.0,5.68436863312e-13,1.09131195374e-09,0.0575488020664,0.9998483625,1.45711061765e-06,0.348049398452,6.0478999728
28.0,9935972.0,4.91363745094e-13,9.60524609573e-10,0.154300802901,0.999653136846,4.70655511468e-06,3.28954734263,21.319055253
29.0,10033170.0,4.26922156008e-13,8.51051261309e-10,0.281852630732,0.999290699438,1.29208807372e-05,17.8015192365,63.1589607317
30.0,10084410.0,3.72708718062e-13,7.57444194085e-10,0.413496671566,0.998669083977,3.15475974377e-05,67.9412854874,164.30914723
31.0,10112990.0,3.26834565449e-13,6.78768484315e-10,0.524981867908,0.99770898881,6.79263329003e-05,195.994582617,373.33590853
32.0,10087790.0,2.87806868698e-13,6.10552335801e-10,0.600622975292,0.996285614576,0.000134889977268,464.50885168,773.378426714
33.0,10057380.0,2.54435354982e-13,5.52574826842e-10,0.634458998826,0.994346309563,0.000244353984946,921.353522093,1452.18764932
34.0,10014840.0,2.25763672305e-13,5.01834597074e-10,0.628507353992,0.991762351455,0.000417144485477,1605.16785138,2553.93646739
35.0,9935079.0,2.01019869392e-13,4.58040898805e-10,0.589926134246,0.988524309505,0.000667568660147,2463.27525942,4175.5655775
36.0,9814015.0,1.79575068879e-13,4.19593318129e-10,0.528247648301,0.984553186652,0.00101843232194,3409.40353889,6454.17646412
37.0,9706238.0,1.6091561225e-13,3.85745545953e-10,0.453238008358,0.979832906286,0.00148897703706,4322.67262362,9537.31272292
38.0,9581190.0,1.44618162233e-13,3.56158435682e-10,0.37352150697,0.974442524827,0.00208536844716,5016.35983245,13429.908958
39.0,9442692.0,1.30333039833e-13,3.29594424803e-10,0.295883635855,0.968252050542,0.00284344627556,5422.67314057,18327.0464583
40.0,9283827.0,1.17769017557e-13,3.06158438908e-10,0.225079079039,0.961422012047,0.00375186234146,5419.23416464,24077.0230079
41.0,9135534.0,1.06683404902e-13,2.85076694077e-10,0.163963821804,0.953883774653,0.00483964737027,5061.91553741,30872.1490004
42.0,8978109.0,9.68721571982e-14,2.66030073832e-10,0.113800918969,0.945669349524,0.00612070372041,4400.98488071,38672.6655688
43.0,8810011.0,8.81633132294e-14,2.49302238396e-10,0.0746310465374,0.937208408398,0.00752634984926,3503.55182736,46944.9644607
44.0,8641782.0,8.04116472127e-14,2.34019485383e-10,0.0456380086488,0.928171747249,0.0091285059785,2559.47901042,56082.1798803
45.0,8471327.0,7.34936461313e-14,2.20142191683e-10,0.0254703654864,0.918718175083,0.0109079144695,1677.38706972,65856.4193204
46.0,8296350.0,6.73038240448e-14,2.07810974655e-10,0.0125023129754,0.909263824903,0.0127789161766,945.925604809,75660.0483981
47.0,8120262.0,6.17522366321e-14,1.96445180365e-10,0.0050310247805,0.899420109768,0.0148300837026,432.344879274,85935.7483091
48.0,7945939.0,5.6761538342e-14,1.86001103095e-10,0.00141570618408,0.889304534516,0.0170424614669,136.634125208,96513.0524571
49.0,7774882.0,5.22649314187e-14,1.76695235095e-10,0.000167435972255,0.879493056331,0.0192757462645,17.8510054881,106613.920818
50.0,7602478.0,4.82049624406e-14,1.68051173269e-10,1.16926426806e-48,0.86945250597,0.0216581903829,1.36570396577e-43,116800.282286
51.0,7432404.0,4.45317222583e-14,1.60009142697e-10,0.00014852348604,0.859213607684,0.0241866543601,18.8675669945,127034.232077
52.0,7265658.0,4.12018250154e-14,1.5277881485e-10,0.0011149048422,0.849414128408,0.0266903762292,152.182522377,136498.216365
53.0,7099229.0,3.81774293963e-14,1.4607604229e-10,0.00352364376285,0.839640600229,0.0292724827836,513.082082908,145611.224471
54.0,6935494.0,3.54255469333e-14,1.39798763403e-10,0.00780814191247,0.829779410502,0.0319645487532,1206.55460123,154525.188548
55.0,6777258.0,3.2917235415e-14,1.33985179442e-10,0.0142361066556,0.820068481456,0.0346986618621,2320.45852957,162998.113578
56.0,6617544.0,3.06270389692e-14,1.28698677291e-10,0.022936294187,0.810873129059,0.0373605570293,3908.82404519,170420.906417
57.0,6461273.0,2.85326174181e-14,1.23718728149e-10,0.0339246383431,0.801663075283,0.0401002523016,6022.51756624,177526.360203
58.0,30462600.0,2.66142255977e-14,1.19022320841e-10,0.0471285339656,0.792451145263,0.0429137250985,41940.5978345,889919.424718
59.0,48082310.0,2.48543890322e-14,1.14686300976e-10,0.062408580071,0.783632925889,0.0456766355893,92711.1110649,1485550.7201
60.0,6016827.0,2.32376400433e-14,1.10675098894e-10,0.0795774715459,0.775213994432,0.0483781620289,15569.8730115,195656.794681
61.0,5874302.0,2.1750251143e-14,1.06873363031e-10,0.098415990872,0.766831395829,0.0511284639131,19737.5677383,200552.446441
62.0,5734908.0,2.0379997424e-14,1.03266801642e-10,0.118686222029,0.75849190831,0.0539243963092,24340.1921886,205080.183465
63.0,5597046.0,1.91159852616e-14,9.99111708193e-11,0.140142211201,0.750541729406,0.0566506950099,29270.6885522,208864.183756
64.0,5466089.0,1.79484577384e-14,9.67936257052e-11,0.162538352478,0.743028402822,0.0592838390318,34473.1974446,212092.696395
65.0,5334237.0,1.68687271857e-14,9.38234537404e-11,0.185635796464,0.735574429194,0.0619448185012,39881.6171587,214837.967237
66.0,5208785.0,1.58689882679e-14,9.09914725227e-11,0.209207176906,0.728182900593,0.0646314214525,45480.7154824,217395.579612
67.0,18558850.0,1.49422262928e-14,8.83068657411e-11,0.233039933636,0.720961842241,0.0673051798816,186690.125451,801107.872536
68.0,4964482.0,1.40821444017e-14,8.5834031087e-11,0.256938485236,0.714372679416,0.0698014354624,56746.957008,220858.144142
69.0,8340751.0,1.32830699067e-14,8.34675520295e-11,0.280725476165,0.707849523688,0.0723113117471,107224.464065,381954.87467
70.0,3640717.0,1.25398825767e-14,8.12013492964e-11,0.304242293491,0.701393404612,0.0748333588848,52152.4585194,171417.517009
